OBJECTID,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_INCIDENT_NUMBER,ICS_209_NAME,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME,Shape
494326,531692,SFO-MN0349-914191,NONFED,ST-NASF,ST/C&L,USMNMNS,Minnesota Department of Natural Resources,MNMNS,Minnesota Department of Natural Resources,,,,,,,,,,1992,2448716.5,95,,5.0,Debris Burning,,,,2.0,B,45.838934,-95.08935,14.0,MISSING/NOT SPECIFIED,MN,Todd,153,Todd,b'\x00\x01\xad\x10\x00\x00p\xf9\x0f\xe9\xb7\xc5W\xc0X\xc0v0b\xebF@p\xf9\x0f\xe9\xb7\xc5W\xc0X\xc0v0b\xebF@|\x01\x00\x00\x00p\xf9\x0f\xe9\xb7\xc5W\xc0X\xc0v0b\xebF@\xfe'
521525,561692,SFO-NC0258-082-0054,NONFED,ST-NASF,ST/C&L,USNCNCS,North Carolina Forest Service,NCNCS,North Carolina Division of Forest Resources,,,,,,,,,,2005,2453618.5,248,,3.0,Smoking,,,,2.5,B,35.23601,-78.53472,14.0,MISSING/NOT SPECIFIED,NC,Sampson,163,Sampson,b'\x00\x01\xad\x10\x00\x00\x14!<\xda8\xa2S\xc0\xc0\xc3_\x935\x9eA@\x14!<\xda8\xa2S\xc0\xc0\xc3_\x935\x9eA@|\x01\x00\x00\x00\x14!<\xda8\xa2S\xc0\xc0\xc3_\x935\x9eA@\xfe'
920993,1048349,SWRA_SC_61981,NONFED,ST-SCSCS,ST/C&L,USSCSCS,South Carolina Forestry Commission,SCSCS2,SCS Unit 2,,K792,,,,,,,,2001,2452239.5,330,,5.0,Debris Burning,,,,1.0,B,34.9728,-82.0894,14.0,MISSING/NOT SPECIFIED,SC,,,,b'\x00\x01\xad\x10\x00\x00\xc8\x10\xc7\xba\xb8\x85T\xc0H\xc6\xdc\xb5\x84|A@\xc8\x10\xc7\xba\xb8\x85T\xc0H\xc6\xdc\xb5\x84|A@|\x01\x00\x00\x00\xc8\x10\xc7\xba\xb8\x85T\xc0H\xc6\xdc\xb5\x84|A@\xfe'
1061144,1273492,FS-377455,FED,FS-FIRESTAT,FS,USMTBDF,Beaverhead/Deerlodge National Forest,0102,Beaverhead-Deerlodge National Forest,16,,0418,WINDLESS BRIDGE,,,,,,2002,2452463.5,189,1630,9.0,Miscellaneous,2452463.5,189.0,1800,0.1,A,46.35138889,-113.61916667,5.0,USFS,MT,039,039,Granite,"b'\x00\x01\xad\x10\x00\x00\x14\x9b=m\xa0g\\\xc00]\xa7O\xfa,G@\x14\x9b=m\xa0g\\\xc00]\xa7O\xfa,G@|\x01\x00\x00\x00\x14\x9b=m\xa0g\\\xc00]\xa7O\xfa,G@\xfe'"
1053070,1183096,TFS_NC_232166,NONFED,ST-NCNCS,ST/C&L,USNCNCS,North Carolina Forest Service,NCNCS203,NCS Region 2 District 3,,03-053,,AVENTS FERRY RD FIRE,,,,,,2003,2452659.5,20,,5.0,Debris Burning,,,,6.0,B,35.4667,-79.0667,14.0,MISSING/NOT SPECIFIED,NC,,,,b'\x00\x01\xad\x10\x00\x00(\xa9\x13\xd0D\xc4S\xc0\x90\x85Z\xd3\xbc\xbbA@(\xa9\x13\xd0D\xc4S\xc0\x90\x85Z\xd3\xbc\xbbA@|\x01\x00\x00\x00(\xa9\x13\xd0D\xc4S\xc0\x90\x85Z\xd3\xbc\xbbA@\xfe'
354840,364747,W-531604,FED,DOI-WFMI,NPS,USPADWP,Delaware Water Gap National Recreation Area,PADWP,Delaware Water Gap National Recreation Area,9,,C32A,SPIDER FIRE,,,,,,2006,2453960.5,225,1830,3.0,Smoking,2453964.5,229.0,1600,2.0,B,41.022597,-75.015,3.0,NPS,NJ,,,,b'\x00\x01\xad\x10\x00\x00(\\\x8f\xc2\xf5\xc0R\xc0x\xfe_u\xe4\x82D@(\\\x8f\xc2\xf5\xc0R\xc0x\xfe_u\xe4\x82D@|\x01\x00\x00\x00(\\\x8f\xc2\xf5\xc0R\xc0x\xfe_u\xe4\x82D@\xfe'
1355721,1836629,SFO-TN-2007-2227,NONFED,ST-NASF,ST/C&L,USTNTNS,Tennessee Division of Forestry,TDA,Tennessee Department of Agriculture,,2227,,CROSS POND,,,,,,2007,2454323.5,223,1500,7.0,Arson,2454323.5,223.0,,0.5,B,35.140167,-88.25433,8.0,PRIVATE,TN,HARDIN,071,Hardin,b'\x00\x01\xad\x10\x00\x00\x10\x19V\xf1F\x10V\xc0H}\x04\xfe\xf0\x91A@\x10\x19V\xf1F\x10V\xc0H}\x04\xfe\xf0\x91A@|\x01\x00\x00\x00\x10\x19V\xf1F\x10V\xc0H}\x04\xfe\xf0\x91A@\xfe'
947119,1074708,SWRA_VA_5593,NONFED,ST-VAVAS,ST/C&L,USVAVAS,Virginia Department of Forestry,VAVAS3,Farmville District,,A028,,,,,,,,1998,2451130.5,317,,8.0,Children,,,,0.1,A,39.1667,-78.2833,14.0,MISSING/NOT SPECIFIED,VA,,,,b'\x00\x01\xad\x10\x00\x008\xbdR\x96!\x92S\xc0(\x1f\xf4lV\x95C@8\xbdR\x96!\x92S\xc0(\x1f\xf4lV\x95C@|\x01\x00\x00\x008\xbdR\x96!\x92S\xc0(\x1f\xf4lV\x95C@\xfe'
181602,183749,W-318962,FED,DOI-WFMI,BIA,USSDRBA,Rosebud Agency,SDRBA,Rosebud Agency,59,,,IYOTTE,,,,,,1995,2449812.5,95,1826,8.0,Children,2449812.5,95.0,2000,0.5,B,43.2417,-100.8435,2.0,BIA,SD,,,,b'\x00\x01\xad\x10\x00\x00@\x8bl\xe7\xfb5Y\xc0\xc0\xb8\x8d\x06\xf0\x9eE@@\x8bl\xe7\xfb5Y\xc0\xc0\xb8\x8d\x06\xf0\x9eE@|\x01\x00\x00\x00@\x8bl\xe7\xfb5Y\xc0\xc0\xb8\x8d\x06\xf0\x9eE@\xfe'
468628,503991,SFO-KY00080404-119-00369,NONFED,ST-NASF,ST/C&L,USKYKYS,Kentucky Division of Forestry,KYKYS5,KYS Kentucky River District,,,,,,,,,,2004,2453093.5,89,,13.0,Missing/Undefined,,,,27.0,C,37.31899001,-82.85610002,14.0,MISSING/NOT SPECIFIED,KY,Knott,119,Knott,b'\x00\x01\xad\x10\x00\x00P\x00\xbdW\xca\xb6T\xc0\xb8Y&\xaa\xd4\xa8B@P\x00\xbdW\xca\xb6T\xc0\xb8Y&\xaa\xd4\xa8B@|\x01\x00\x00\x00P\x00\xbdW\xca\xb6T\xc0\xb8Y&\xaa\xd4\xa8B@\xfe'
928915,1056322,SWRA_SC_69955,NONFED,ST-SCSCS,ST/C&L,USSCSCS,South Carolina Forestry Commission,SCSCS5,SCS Unit 5,,M903,,,,,,,,2002,2452333.5,59,,5.0,Debris Burning,,,,1.0,B,33.2333,-80.9167,14.0,MISSING/NOT SPECIFIED,SC,,,,b'\x00\x01\xad\x10\x00\x00\x8c\x0fz6\xab:T\xc0\x18\x14?\xc6\xdc\x9d@@\x8c\x0fz6\xab:T\xc0\x18\x14?\xc6\xdc\x9d@@|\x01\x00\x00\x00\x8c\x0fz6\xab:T\xc0\x18\x14?\xc6\xdc\x9d@@\xfe'
195804,198436,W-371203,FED,DOI-WFMI,BIA,USMTRBA,Rocky Boy's Agency,MTRBA,Rocky Boy's Agency,12,,,CHICKS,,,,,,1997,2450557.5,109,1200,5.0,Debris Burning,2450557.5,109.0,1400,1.5,B,48.25,-109.7258,2.0,BIA,MT,,,,b'\x00\x01\xad\x10\x00\x00\xf4\xdb\xd7\x81sn[\xc0\x08\x00\x00\x00\x00 H@\xf4\xdb\xd7\x81sn[\xc0\x08\x00\x00\x00\x00 H@|\x01\x00\x00\x00\xf4\xdb\xd7\x81sn[\xc0\x08\x00\x00\x00\x00 H@\xfe'
995358,1124511,TFS_FL_92269,NONFED,ST-FLFLS,ST/C&L,USFLFLS,Florida Forest Service,FLFLS14,FLS Lakeland District,,0276,,,,,,,,2001,2452081.5,172,,1.0,Lightning,,,,0.5,B,27.7158,-82.0467,14.0,MISSING/NOT SPECIFIED,FL,Polk,105,Polk,b'\x00\x01\xad\x10\x00\x00H.\xff!\xfd\x82T\xc0 z6\xab>\xb7;@H.\xff!\xfd\x82T\xc0 z6\xab>\xb7;@|\x01\x00\x00\x00H.\xff!\xfd\x82T\xc0 z6\xab>\xb7;@\xfe'
673434,736281,SFO-WI038303042,NONFED,ST-NASF,ST/C&L,USWIWIS,Wisconsin Department of Natural Resources,WI Park Falls,Park Falls District,,,,,,,,,,2003,2452743.5,104,,7.0,Arson,,,,0.01,A,46.04343748,-91.31705908,8.0,PRIVATE,WI,Sawyer,113,Sawyer,b'\x00\x01\xad\x10\x00\x00\xfc\xdf*\xb2J\xd4V\xc0\xb0\x02\xfe[\x8f\x05G@\xfc\xdf*\xb2J\xd4V\xc0\xb0\x02\xfe[\x8f\x05G@|\x01\x00\x00\x00\xfc\xdf*\xb2J\xd4V\xc0\xb0\x02\xfe[\x8f\x05G@\xfe'
174908,176932,W-391873,FED,DOI-WFMI,BIA,USOKTLA,Talihina Agency,OKTLA,Talihina Agency,55,,,55,,,,,,1999,2451404.5,226,1321,7.0,Arson,2451404.5,226.0,1430,0.5,B,34.4559,-94.4791,2.0,BIA,OK,,,,b'\x00\x01\xad\x10\x00\x00\xdc\xe0\x0b\x93\xa9\x9eW\xc0\x90\x1fc\xeeZ:A@\xdc\xe0\x0b\x93\xa9\x9eW\xc0\x90\x1fc\xeeZ:A@|\x01\x00\x00\x00\xdc\xe0\x0b\x93\xa9\x9eW\xc0\x90\x1fc\xeeZ:A@\xfe'
757966,859456,UT_1863-1999,NONFED,ST-UTUTS,ST/C&L,USUTUTS,Utah Division Forestry Fire State Lands,UTUTS,Utah Division Forestry Fire State Lands,,1863-1999,,COW HALLOW,,,,,,1999,2451460.5,282,,13.0,Missing/Undefined,2451461.5,283.0,,3.0,B,38.34581,-112.85206,14.0,MISSING/NOT SPECIFIED,UT,BEAVER,001,Beaver,"b'\x00\x01\xad\x10\x00\x00\xb0\x8e\xaa&\x886\\\xc0\xa0P\x88\x80C,C@\xb0\x8e\xaa&\x886\\\xc0\xa0P\x88\x80C,C@|\x01\x00\x00\x00\xb0\x8e\xaa&\x886\\\xc0\xa0P\x88\x80C,C@\xfe'"
1569324,201435660,FS-1509470,FED,FS-FIRESTAT,FS,USWAOLF,Olympic National Forest,0609,Olympic National Forest,004,204,G8VP,RULE,,,,,,2012,2456194.5,268,2100,4.0,Campfire,2456195.5,269.0,1200,0.01,A,47.49166667,-123.46416667,5.0,USFS,WA,045,045,Mason,b'\x00\x01\xad\x10\x00\x00\xc0\xe2\x1e\xe8\xb4\xdd^\xc0x\x17\xf6\xee\xee\xbeG@\xc0\xe2\x1e\xe8\xb4\xdd^\xc0x\x17\xf6\xee\xee\xbeG@|\x01\x00\x00\x00\xc0\xe2\x1e\xe8\xb4\xdd^\xc0x\x17\xf6\xee\xee\xbeG@\xfe'
596117,643767,SFO-TN01370606-5000050542,NONFED,ST-NASF,ST/C&L,USTNTNS,Tennessee Division of Forestry,TNTNS,Tennessee Division of Forestry,,,,,,,,,,2006,2453989.5,254,,2.0,Equipment Use,,,,5.0,B,35.19499998,-87.22499998,14.0,MISSING/NOT SPECIFIED,TN,Lawrence,099,Lawrence,b'\x00\x01\xad\x10\x00\x00\xd4\xecPff\xceU\xc0\x10id\xc2\xf5\x98A@\xd4\xecPff\xceU\xc0\x10id\xc2\xf5\x98A@|\x01\x00\x00\x00\xd4\xecPff\xceU\xc0\x10id\xc2\xf5\x98A@\xfe'
641400,693012,SFO-TX0482-121571,NONFED,ST-NASF,ST/C&L,USTXTXS,Texas A & M Forest Service,TXTXS,Texas Forest Service,,,,,,,,,,2008,2454486.5,21,,5.0,Debris Burning,,,,0.05,A,30.1832,-97.20814,14.0,MISSING/NOT SPECIFIED,TX,Bastrop,021,Bastrop,b'\x00\x01\xad\x10\x00\x00P?o*RMX\xc0\xa0\xa0\xf81\xe6.>@P?o*RMX\xc0\xa0\xa0\xf81\xe6.>@|\x01\x00\x00\x00P?o*RMX\xc0\xa0\xa0\xf81\xe6.>@\xfe'
668431,730932,SFO-WA0547246,NONFED,ST-NASF,ST/C&L,USWAWAS,Washington State Headquarters,WAWAS,Washington State Headquarters,,,,,,,,,,2005,2453485.5,115,,5.0,Debris Burning,,,,0.5,B,48.13477999,-117.37390001,14.0,MISSING/NOT SPECIFIED,WA,Pend Oreille,051,Pend Oreille,b'\x00\x01\xad\x10\x00\x00 \xbbN\xfa\xedW]\xc0H\x9a\x80x@\x11H@ \xbbN\xfa\xedW]\xc0H\x9a\x80x@\x11H@|\x01\x00\x00\x00 \xbbN\xfa\xedW]\xc0H\x9a\x80x@\x11H@\xfe'
974150,1102649,TFS_FL_56762,NONFED,ST-FLFLS,ST/C&L,USFLFLS,Florida Forest Service,FLFLS12,FLS Orlando District,,0283,,,,,,,,1993,2449349.5,362,,2.0,Equipment Use,,,,80.0,C,28.12,-81.17,14.0,MISSING/NOT SPECIFIED,FL,Osceola,097,Osceola,b'\x00\x01\xad\x10\x00\x00x\x14\xaeG\xe1JT\xc00\x85\xebQ\xb8\x1e<@x\x14\xaeG\xe1JT\xc00\x85\xebQ\xb8\x1e<@|\x01\x00\x00\x00x\x14\xaeG\xe1JT\xc00\x85\xebQ\xb8\x1e<@\xfe'
1427446,19506290,NCST-053-20100054,NONFED,ST-NCNCS,ST/C&L,USNCNCS,North Carolina Forest Service,NCNCS,North Carolina Division of Forest Resources,,,,CARTHAGE STREET FIRE #2,,,,,,2010,2455380.5,184,1600,2.0,Equipment Use,2455380.5,184.0,1640,0.1,A,35.45166666,-79.20833333,7.0,STATE,NC,Lee,105,Lee,b'\x00\x01\xad\x10\x00\x00\x10\xc1QUU\xcdS\xc0h\xb2\x8e6\xd0\xb9A@\x10\xc1QUU\xcdS\xc0h\xb2\x8e6\xd0\xb9A@|\x01\x00\x00\x00\x10\xc1QUU\xcdS\xc0h\xb2\x8e6\xd0\xb9A@\xfe'
93649,94684,FS-319535,FED,FS-FIRESTAT,FS,USMTCGF,Custer Gallatin National Forest,0111,Gallatin National Forest,44,,,WAPITI,,,,,,1996,2450312.5,230,1330,4.0,Campfire,2450312.5,230.0,1500,0.1,A,45.45666667,-110.93333333,5.0,USFS,MT,,,,"b""\x00\x01\xad\x10\x00\x00x'\xb8\xbb\xbb\xbb[\xc0hi\xae\rt\xbaF@x'\xb8\xbb\xbb\xbb[\xc0hi\xae\rt\xbaF@|\x01\x00\x00\x00x'\xb8\xbb\xbb\xbb[\xc0hi\xae\rt\xbaF@\xfe"""
64758,65420,FS-290066,FED,FS-FIRESTAT,FS,USAZASF,Apache-Sitgreaves National Forest,0301,Apache-Sitgreaves National Forest,17,,,,,,,,,1994,2449501.5,149,1230,4.0,Campfire,2449501.5,149.0,1300,0.1,A,34.315,-110.70666667,5.0,USFS,AZ,,,,b'\x00\x01\xad\x10\x00\x00\xac4\xd7\x06:\xad[\xc0\xc0\x1e\x85\xebQ(A@\xac4\xd7\x06:\xad[\xc0\xc0\x1e\x85\xebQ(A@|\x01\x00\x00\x00\xac4\xd7\x06:\xad[\xc0\xc0\x1e\x85\xebQ(A@\xfe'
1755674,300097802,SFO-2014ILDNR491625,NONFED,ST-NASF,ST/C&L,USILILS,Illinois Division of Forestry Resources,ILDNR,Illinois Department of Natural Resources,,491625,,MARTIN2,,,,,,2014,2456758.5,101,1949,5.0,Debris Burning,2456758.5,101.0,2035,0.75,B,42.371285,-88.152284,8.0,PRIVATE,IL,49,097,Lake,b'\x00\x01\xad\x10\x00\x00\x0c\xedc\x05\xbf\tV\xc0p?RD\x86/E@\x0c\xedc\x05\xbf\tV\xc0p?RD\x86/E@|\x01\x00\x00\x00\x0c\xedc\x05\xbf\tV\xc0p?RD\x86/E@\xfe'
1800455,300213108,W-680914,FED,DOI-WFMI,BIA,USNDFTA,Fort Totten Agency,NDFTA,Fort Totten Agency,206,,JQ37,FENCE,,,,,,2015,2457166.5,144,1430,7.0,Arson,2457166.5,144.0,1500,1.5,B,47.8828,-98.7356,2.0,BIA,ND,,,,b'\x00\x01\xad\x10\x00\x00\x00\xbc\x05\x12\x14\xafX\xc0Xt$\x97\xff\xf0G@\x00\xbc\x05\x12\x14\xafX\xc0Xt$\x97\xff\xf0G@|\x01\x00\x00\x00\x00\xbc\x05\x12\x14\xafX\xc0Xt$\x97\xff\xf0G@\xfe'
34291,34468,FS-1475477,FED,FS-FIRESTAT,FS,USFLFNF,National Forests in Florida,0805,National Forests in Florida,8,007,EK27,HALFMOON,,,,,,2009,2454855.5,24,1509,9.0,Miscellaneous,2454855.5,24.0,1641,0.1,A,29.16527778,-81.8225,5.0,USFS,FL,83,083,Marion,b'\x00\x01\xad\x10\x00\x00l=\n\xd7\xa3tT\xc0\x10\xdb\x03\xa5O*=@l=\n\xd7\xa3tT\xc0\x10\xdb\x03\xa5O*=@|\x01\x00\x00\x00l=\n\xd7\xa3tT\xc0\x10\xdb\x03\xa5O*=@\xfe'
604175,652010,SFO-TX01430692-10718512,NONFED,ST-NASF,ST/C&L,USTXLAS,Texas Forest Service - Linden Area,TXLAS,Texas Forest Service - Linden Area,,,,,,,,,,1992,2448896.5,275,,5.0,Debris Burning,,,,20.0,C,32.43125,-94.29791,14.0,MISSING/NOT SPECIFIED,TX,Harrison,203,Harrison,b'\x00\x01\xad\x10\x00\x00\xac\xc9\x1a\xf5\x10\x93W\xc0833337@@\xac\xc9\x1a\xf5\x10\x93W\xc0833337@@|\x01\x00\x00\x00\xac\xc9\x1a\xf5\x10\x93W\xc0833337@@\xfe'
265220,270269,W-531839,FED,DOI-WFMI,BIA,USSDPRA,Pine Ridge Agency,SDPRA,Pine Ridge Agency,487,,C15Z,CORTIERS,,,,,,2006,2453944.5,209,1020,5.0,Debris Burning,2453944.5,209.0,1500,3.0,B,43.1158,-102.6219,2.0,BIA,SD,,,,b'\x00\x01\xad\x10\x00\x00xX\xa85\xcd\xa7Y\xc0@p\xce\x88\xd2\x8eE@xX\xa85\xcd\xa7Y\xc0@p\xce\x88\xd2\x8eE@|\x01\x00\x00\x00xX\xa85\xcd\xa7Y\xc0@p\xce\x88\xd2\x8eE@\xfe'
1195087,1449129,SFO-2010-NY4424158,NONFED,ST-NASF,ST/C&L,USNYNYX,Fire Department of New York,NYNYX,Fire Department of New York,,,,,,,,,,2010,2455375.5,179,,9.0,Miscellaneous,,,,0.1,A,41.10023067,-73.97308057,14.0,MISSING/NOT SPECIFIED,NY,ROCKLAND,087,Rockland,b'\x00\x01\xad\x10\x00\x00x!\xba\xf3F~R\xc0h\xda\xcc[\xd4\x8cD@x!\xba\xf3F~R\xc0h\xda\xcc[\xd4\x8cD@|\x01\x00\x00\x00x!\xba\xf3F~R\xc0h\xda\xcc[\xd4\x8cD@\xfe'
1654142,201812513,SFO-2013CACDFRRU085897,NONFED,ST-NASF,ST/C&L,USCARRU,Riverside Unit,CARRU,CDF - Riverside Unit,,RRU085897,,BETHLAM,,,,,,2013,2456528.5,236,1841,13.0,Missing/Undefined,2456528.5,236.0,1915,2.0,B,33.762583,-116.89335,14.0,MISSING/NOT SPECIFIED,CA,RIVERSIDE,065,Riverside,"b'\x00\x01\xad\x10\x00\x00hxz\xa5,9]\xc00\xbe\xdaQ\x9c\xe1@@hxz\xa5,9]\xc00\xbe\xdaQ\x9c\xe1@@|\x01\x00\x00\x00hxz\xa5,9]\xc00\xbe\xdaQ\x9c\xe1@@\xfe'"
571841,616958,SFO-PA0413-9081001,NONFED,ST-NASF,ST/C&L,USPAPAS,Pennsylvania Division of Forest Fire Protection,PAPA9,PAS District 9,,,,,,,,,,2008,2454546.5,81,,5.0,Debris Burning,,,,0.5,B,40.78673,-78.4725,14.0,MISSING/NOT SPECIFIED,PA,,,,b'\x00\x01\xad\x10\x00\x00\x08\xd7\xa3p=\x9eS\xc0 d\x92\x91\xb3dD@\x08\xd7\xa3p=\x9eS\xc0 d\x92\x91\xb3dD@|\x01\x00\x00\x00\x08\xd7\xa3p=\x9eS\xc0 d\x92\x91\xb3dD@\xfe'
1368984,15039264,AR-2010-1819,NONFED,ST-ARARS,ST/C&L,USARARS,Arkansas Forestry Commission,ARARS,Arkansas Forestry Commission,,,,,,,,,,2010,2455302.5,106,1325,5.0,Debris Burning,,,,4.0,B,36.05755,-91.24468,14.0,MISSING/NOT SPECIFIED,AR,LAWRENCE,075,Lawrence,b'\x00\x01\xad\x10\x00\x00\x0c\x7fM\xd6\xa8\xcfV\xc0H\xf1c\xcc]\x07B@\x0c\x7fM\xd6\xa8\xcfV\xc0H\xf1c\xcc]\x07B@|\x01\x00\x00\x00\x0c\x7fM\xd6\xa8\xcfV\xc0H\xf1c\xcc]\x07B@\xfe'
1058794,1188906,TFS_NC_237994,NONFED,ST-NCNCS,ST/C&L,USNCNCS,North Carolina Forest Service,NCNCS312,NCS Region 3 District 12,,04-090,,SKY ROCKET,,,,,,2004,2453037.5,33,,5.0,Debris Burning,,,,0.5,B,34.8333,-80.75,14.0,MISSING/NOT SPECIFIED,NC,,,,b'\x00\x01\xad\x10\x00\x00\xfc\xff\xff\xff\xff/T\xc0\xe8\xe0\x0b\x93\xa9jA@\xfc\xff\xff\xff\xff/T\xc0\xe8\xe0\x0b\x93\xa9jA@|\x01\x00\x00\x00\xfc\xff\xff\xff\xff/T\xc0\xe8\xe0\x0b\x93\xa9jA@\xfe'
1160752,1411774,ALS-FLO-20041226-001,NONFED,ST-ALALS,ST/C&L,USALALS,Alabama Forestry Commission,ALFLO,AFC Florence,001,FLO-20041226-001,,,,,,,,2004,2453365.5,361,1355,5.0,Debris Burning,2453365.5,361.0,1445,3.0,B,34.496611,-87.150919,14.0,MISSING/NOT SPECIFIED,AL,Lawrence,079,Lawrence,b'\x00\x01\xad\x10\x00\x00\x14V*\xa8\xa8\xc9U\xc0\xc0\xea\x01\xf3\x90?A@\x14V*\xa8\xa8\xc9U\xc0\xc0\xea\x01\xf3\x90?A@|\x01\x00\x00\x00\x14V*\xa8\xa8\xc9U\xc0\xc0\xea\x01\xf3\x90?A@\xfe'
1867277,300302431,HIWMO-OA6654,INTERAGCY,IA-HIWMO,ST/C&L,USHICNTY,Hawaii Counties,HICNTY,Honolulu Fire Dept,,,,,,,,,,2008,2454588.5,123,,13.0,Missing/Undefined,,,,0.1,A,21.4007111,-157.7381897,14.0,MISSING/NOT SPECIFIED,HI,Oahu,003,Honolulu,b'\x00\x01\xad\x10\x00\x00\xcew\x01@\x9f\xb7c\xc0\xf0\xa4\xad\x00\x95f5@\xcew\x01@\x9f\xb7c\xc0\xf0\xa4\xad\x00\x95f5@|\x01\x00\x00\x00\xcew\x01@\x9f\xb7c\xc0\xf0\xa4\xad\x00\x95f5@\xfe'
422459,456455,SFO-GA00680505-36-155-0022-02,NONFED,ST-NASF,ST/C&L,USGAGAS,Georgia Forestry Commission,GA McRae,"GAS Ogeechee District, McRae Office",,,,,,,,,,2005,2453419.5,49,,5.0,Debris Burning,,,,5.12,B,31.66192963,-83.47322719,14.0,MISSING/NOT SPECIFIED,GA,Irwin,155,Irwin,b'\x00\x01\xad\x10\x00\x000(\xb2ZI\xdeT\xc0\x80\x1aa8t\xa9?@0(\xb2ZI\xdeT\xc0\x80\x1aa8t\xa9?@|\x01\x00\x00\x000(\xb2ZI\xdeT\xc0\x80\x1aa8t\xa9?@\xfe'
1107136,1348221,CDF_1998_54_2235_14056       ,NONFED,ST-CACDF,ST/C&L,USCAAEU,Amador-El Dorado Unit,CAAEU,Amador-El Dorado Unit,,14056       ,,SNYDER                   ,,,,,,1998,2450969.5,156,,9.0,Miscellaneous,,,,0.1,A,38.54611111,-120.73194444,14.0,MISSING/NOT SPECIFIED,CA,,,,b'\x00\x01\xad\x10\x00\x00|\x12~-\xd8.^\xc0X\xb7\x06\xf8\xe6EC@|\x12~-\xd8.^\xc0X\xb7\x06\xf8\xe6EC@|\x01\x00\x00\x00|\x12~-\xd8.^\xc0X\xb7\x06\xf8\xe6EC@\xfe'
968709,1097069,TFS_FL_47770,NONFED,ST-FLFLS,ST/C&L,USFLFLS,Florida Forest Service,FLFLS8,FLS Waccasassa Forestry Center,,0088,,,,,,,,1997,2450485.5,37,,6.0,Railroad,,,,5.0,B,28.97,-82.21,14.0,MISSING/NOT SPECIFIED,FL,Marion,083,Marion,b'\x00\x01\xad\x10\x00\x00<\n\xd7\xa3p\x8dT\xc0\xc0\x1e\x85\xebQ\xf8<@<\n\xd7\xa3p\x8dT\xc0\xc0\x1e\x85\xebQ\xf8<@|\x01\x00\x00\x00<\n\xd7\xa3p\x8dT\xc0\xc0\x1e\x85\xebQ\xf8<@\xfe'
620277,668735,SFO-TX02240705-14470,NONFED,ST-NASF,ST/C&L,USTXTXS,Texas A & M Forest Service,TXTXS,Texas Forest Service,,,,,,,,,,2005,2453566.5,196,,9.0,Miscellaneous,,,,2.0,B,32.85845001,-95.46054997,14.0,MISSING/NOT SPECIFIED,TX,Wood,499,Wood,b'\x00\x01\xad\x10\x00\x00\xb8\xd4\x94\xa6y\xddW\xc0\xc0\x19\x9f\xb0\xe1m@@\xb8\xd4\x94\xa6y\xddW\xc0\xc0\x19\x9f\xb0\xe1m@@|\x01\x00\x00\x00\xb8\xd4\x94\xa6y\xddW\xc0\xc0\x19\x9f\xb0\xe1m@@\xfe'
565468,609706,SFO-OK01000505-10464_09041624,NONFED,ST-NASF,ST/C&L,USOKOKS,Oklahoma Division of Forestry,OKOK11,OKS District 11,,,,,,,,,,2005,2453618.5,248,,13.0,Missing/Undefined,,,,10.0,C,33.97099999,-94.62582999,14.0,MISSING/NOT SPECIFIED,OK,McCurtain,089,McCurtain,b'\x00\x01\xad\x10\x00\x00\xf8\xf9:\x99\r\xa8W\xc0\xb8\xbbH\xbaI\xfc@@\xf8\xf9:\x99\r\xa8W\xc0\xb8\xbbH\xbaI\xfc@@|\x01\x00\x00\x00\xf8\xf9:\x99\r\xa8W\xc0\xb8\xbbH\xbaI\xfc@@\xfe'
648563,700948,SFO-TX0482-146087,NONFED,ST-NASF,ST/C&L,USTXTXS,Texas A & M Forest Service,TXTXS,Texas Forest Service,,,,,,,,,,2008,2454540.5,75,,7.0,Arson,,,,0.5,B,29.01862,-99.83054,14.0,MISSING/NOT SPECIFIED,TX,Zavala,507,Zavala,"b""\x00\x01\xad\x10\x00\x00D\x81>\x91'\xf5X\xc0@\r\xc3G\xc4\x04=@D\x81>\x91'\xf5X\xc0@\r\xc3G\xc4\x04=@|\x01\x00\x00\x00D\x81>\x91'\xf5X\xc0@\r\xc3G\xc4\x04=@\xfe"""
